Chromosome,Start,End,Name
chr8,134228576,134229276,peakno_1262-ARBS
chr8,134338964,134339664,peakno_1276-ARBS
chr8,134467730,134468430,peakno_1277-ARBS
chr8,134576511,134577211,peakno_855-ARBS
chr8,134836814,134837514,peakno_1281-ARBS
chr8,135806133,135806833,peakno_1299-ARBS
chr8,135898607,135899307,peakno_1310-ARBS
chr8,136493834,136494534,overlapped_read_232-ARBS
chr8,136589102,136589802,peakno_1316-ARBS
chr8,137585316,137586016,peakno_1410-ARBS
chr8,141489592,141490292,overlapped_read_456-ARBS
chr8,141800671,141801371,peakno_893-ARBS
chr8,143758581,143759281,peakno_326-ARBS
chr8,144137042,144137742,overlapped_read_457-ARBS
chr8,32726608,32727308,NegativeControl-AR_motif_15074
chr8,91377534,91378234,NegativeControl-AR_motif_15598
chr8,75690916,75691616,NegativeControl-AR_motif_15464
chr8,41797126,41797826,NegativeControl-AR_motif_15158
chr8,39656487,39657187,NegativeControl-AR_motif_15134
chr8,27194678,27195378,NegativeControl-AR_motif_14998
chr8,101255385,101256085,NegativeControl-AR_motif_15707
chr8,140382341,140383041,NegativeControl-AR_motif_16157
chr8,144024370,144025070,NegativeControl-AR_motif_16216
chr8,126988098,126988798,NegativeControl-AR_motif_15985
chr8,34504205,34504905,NegativeControl-AR_motif_15088
chr8,70179717,70180417,NegativeControl-AR_motif_15404
chr8,70536829,70537529,NegativeControl-AR_motif_15410
chr8,107083833,107084533,NegativeControl-AR_motif_15772
chr8,118518123,118518823,NegativeControl-AR_motif_15890
chr8,55529772,55530472,NegativeControl-AR_motif_15265
chr8,58578746,58579446,NegativeControl-AR_motif_15294
chr8,33802184,33802884,NegativeControl-AR_motif_15082
chr8,126138796,126139496,NegativeControl-AR_motif_15980
chr8,13200490,13201190,NegativeControl-AR_motif_14805
chr8,34457348,34458048,NegativeControl-AR_motif_15087
chr8,13782094,13782794,NegativeControl-AR_motif_14818
chr8,141616199,141616899,NegativeControl-AR_motif_16172
chr8,58589572,58590272,NegativeControl-AR_motif_15295
chr8,31201003,31201703,NegativeControl-AR_motif_15054
chr8,12158038,12158738,NegativeControl-AR_motif_14792
chr8,10649651,10650351,NegativeControl-AR_motif_14768
chr8,126717001,126717701,NegativeControl-AR_motif_15984
chr8,39597642,39598342,NegativeControl-AR_motif_15133
chr8,67018692,67019392,NegativeControl-AR_motif_15370
chr8,108604800,108605500,NegativeControl-AR_motif_15792
chr8,50854588,50855288,NegativeControl-AR_motif_15222
chr8,96751700,96752400,NegativeControl-AR_motif_15661
chr8,106408274,106408974,NegativeControl-AR_motif_15769
chr8,79493047,79493747,NegativeControl-AR_motif_15495
chr8,133330176,133330876,NegativeControl-AR_motif_16060
chr8,119377661,119378361,NegativeControl-AR_motif_15898
chr8,30884909,30885609,NegativeControl-AR_motif_15051
chr8,133499117,133499817,NegativeControl-AR_motif_16064
chr8,27138024,27138724,NegativeControl-AR_motif_14995
chr8,121812035,121812735,NegativeControl-AR_motif_15929
chr8,49216427,49217127,NegativeControl-AR_motif_15202
chr8,39992256,39992956,NegativeControl-AR_motif_15139
chr8,95998207,95998907,NegativeControl-AR_motif_15654
chr8,1799370,1800070,NegativeControl-AR_motif_14625
chr8,136298252,136298952,NegativeControl-AR_motif_16111
chr8,11629730,11630430,NegativeControl-AR_motif_14786
chr8,20037235,20037935,NegativeControl-AR_motif_14885
chr8,82000108,82000808,NegativeControl-AR_motif_15518
chr8,7130212,7130912,NegativeControl-AR_motif_14697
chr8,35608948,35609648,NegativeControl-AR_motif_15096
chr8,32049430,32050130,NegativeControl-AR_motif_15066
chr8,85620142,85620842,NegativeControl-AR_motif_15544
chr8,145792142,145792842,NegativeControl-AR_motif_16245
chr8,79619670,79620370,NegativeControl-AR_motif_15498
chr8,124017492,124018192,NegativeControl-AR_motif_15958
chr8,32056004,32056704,NegativeControl-AR_motif_15067
chr8,22053221,22053921,NegativeControl-AR_motif_14919
chr8,19469564,19470264,NegativeControl-AR_motif_14880
chr8,13391628,13392328,NegativeControl-AR_motif_14808
chr8,134084228,134084928,NegativeControl-AR_motif_16077
chr8,4439229,4439929,NegativeControl-AR_motif_14662
chr8,109987477,109988177,NegativeControl-AR_motif_15815
chr8,116670596,116671296,NegativeControl-AR_motif_15868
chr8,93311429,93312129,NegativeControl-AR_motif_15616
chr8,89717545,89718245,NegativeControl-AR_motif_15569
chr8,131870007,131870707,NegativeControl-AR_motif_16047
chr8,142742868,142743568,NegativeControl-AR_motif_16193
chr8,101092686,101093386,NegativeControl-AR_motif_15704
chr8,20549089,20549789,NegativeControl-AR_motif_14891
chr8,73138838,73139538,NegativeControl-AR_motif_15432
chr8,18594893,18595593,NegativeControl-AR_motif_14864
chr8,21669875,21670575,NegativeControl-AR_motif_14912
chr8,109226728,109227428,NegativeControl-AR_motif_15806
chr8,7595363,7596063,NegativeControl-AR_motif_14726
chr8,47525442,47526142,NegativeControl-AR_motif_15184
chr8,56656069,56656769,NegativeControl-AR_motif_15278
chr8,142897241,142897941,NegativeControl-AR_motif_16195
chr8,60261034,60261734,NegativeControl-AR_motif_15311
chr8,37901515,37902215,NegativeControl-AR_motif_15113
chr8,137318740,137319440,NegativeControl-AR_motif_16121
chr8,31816744,31817444,NegativeControl-AR_motif_15060
chr8,73363543,73364243,NegativeControl-AR_motif_15434
chr8,66824381,66825081,NegativeControl-AR_motif_15369
chr8,61952298,61952998,NegativeControl-AR_motif_15338
chr8,10628282,10628982,NegativeControl-AR_motif_14767
chr8,58671551,58672251,NegativeControl-AR_motif_15296
chr8,120924694,120925394,NegativeControl-AR_motif_15917
chr8,129233510,129234210,NegativeControl-AR_motif_16013
chr8,36801546,36802246,NegativeControl-AR_motif_15104
chr8,125626995,125627695,NegativeControl-AR_motif_15973
chr8,145984507,145985207,NegativeControl-AR_motif_16248
chr8,106397677,106398377,NegativeControl-AR_motif_15768
chr8,55307995,55308695,NegativeControl-AR_motif_15260
chr8,17394866,17395566,NegativeControl-AR_motif_14846
chr8,76742245,76742945,NegativeControl-AR_motif_15470
chr8,72174382,72175082,NegativeControl-AR_motif_15421
chr8,28672299,28672999,NegativeControl-AR_motif_15021
chr8,135956041,135956741,NegativeControl-AR_motif_16105
chr8,144838342,144839042,NegativeControl-AR_motif_16228
chr8,130882647,130883347,NegativeControl-AR_motif_16031
chr8,93680365,93681065,NegativeControl-AR_motif_15620
chr8,135752427,135753127,NegativeControl-AR_motif_16098
chr8,69572153,69572853,NegativeControl-AR_motif_15399
chr8,95238963,95239663,NegativeControl-AR_motif_15645
chr8,8898812,8899512,NegativeControl-AR_motif_14752
chr8,74436257,74436957,NegativeControl-AR_motif_15447
chr8,102787948,102788648,NegativeControl-AR_motif_15729
chr8,141210673,141211373,NegativeControl-AR_motif_16164
chr8,135535076,135535776,NegativeControl-AR_motif_16096
chr8,140784900,140785600,NegativeControl-AR_motif_16160
chr8,143791795,143792495,NegativeControl-AR_motif_16209
chr8,7064984,7065684,NegativeControl-AR_motif_14689
chr8,118136644,118137344,NegativeControl-AR_motif_15887
chr8,127509015,127509715,NegativeControl-AR_motif_15992
chr8,24603060,24603760,NegativeControl-AR_motif_14952
chr8,7145456,7146156,NegativeControl-AR_motif_14701
chr8,6948434,6949134,NegativeControl-AR_motif_14688
chr8,21208192,21208892,NegativeControl-AR_motif_14903
chr8,39293086,39293786,NegativeControl-AR_motif_15129
chr8,123149200,123149900,NegativeControl-AR_motif_15945
chr8,107582915,107583615,NegativeControl-AR_motif_15778
chr8,27229177,27229877,NegativeControl-AR_motif_15000
chr8,63162000,63162700,NegativeControl-AR_motif_15345
chr8,72772860,72773560,NegativeControl-AR_motif_15426
chr8,80020848,80021548,NegativeControl-AR_motif_15502
chr8,106216094,106216794,NegativeControl-AR_motif_15765
chr8,49540559,49541259,NegativeControl-AR_motif_15208
chr8,72964477,72965177,NegativeControl-AR_motif_15430
chr8,7872720,7873420,NegativeControl-AR_motif_14739
chr8,55468480,55469180,NegativeControl-AR_motif_15263
chr8,12957081,12957781,NegativeControl-AR_motif_14804
chr8,39369344,39370044,NegativeControl-AR_motif_15130
chr8,89016758,89017458,NegativeControl-AR_motif_15563
chr8,145538959,145539659,NegativeControl-AR_motif_16241
chr8,94942581,94943281,NegativeControl-AR_motif_15639
chr8,73809762,73810462,NegativeControl-AR_motif_15437
chr8,55472545,55473245,NegativeControl-AR_motif_15264
chr8,136129231,136129931,NegativeControl-AR_motif_16108
chr8,83865727,83866427,NegativeControl-AR_motif_15534
chr8,94480219,94480919,NegativeControl-AR_motif_15631
chr8,50579394,50580094,NegativeControl-AR_motif_15219
chr8,142430831,142431531,NegativeControl-AR_motif_16184
chr8,108983587,108984287,NegativeControl-AR_motif_15802
chr8,142197340,142198040,NegativeControl-AR_motif_16180
chr8,24576215,24576915,NegativeControl-AR_motif_14951
chr8,5020052,5020752,NegativeControl-AR_motif_14670
chr8,83364901,83365601,NegativeControl-AR_motif_15533
chr8,119037915,119038615,NegativeControl-AR_motif_15894
chr8,85380169,85380869,NegativeControl-AR_motif_15542
chr8,58126639,58127339,NegativeControl-AR_motif_15291
chr8,6506334,6507034,LNcaP_pos_4-PositiveControl
chr8,127155268,127155968,LNcaP_pos_21-PositiveControl
chr8,143896928,143897628,LNcaP_pos_24-PositiveControl
chr8,80036210,80036910,LNcaP_pos_59-PositiveControl
chr8,103248744,103249444,LNcaP_pos_67-PositiveControl
chr8,50022820,50023520,LNcaP_pos_84-PositiveControl
chr8,52837500,52838200,LNcaP_pos_85-PositiveControl
chr8,579960,580660,LNcaP_pos_146-PositiveControl
chr8,53458640,53459340,LNcaP_pos_164-PositiveControl
chr8,5178774,5179474,LNcaP_pos_176-PositiveControl
chr8,36433518,36434218,LNcaP_pos_201-PositiveControl
chr8,80031822,80032522,LNcaP_pos_207-PositiveControl
chr8,22960437,22961137,LNcaP_pos_258-PositiveControl
chr8,164318,165018,LNcaP_pos_295-PositiveControl
chr8,6196360,6197060,LNcaP_pos_306-PositiveControl
chr8,124624518,124625218,LNcaP_pos_328-PositiveControl
chr8,95002922,95003622,LNcaP_pos_338-PositiveControl
chr8,116123578,116124278,LNcaP_pos_358-PositiveControl
chr8,29627862,29628562,LNcaP_pos_376-PositiveControl
chr8,145926989,145927689,LNcaP_pos_462-PositiveControl
chr8,145060268,145060968,LNcaP_pos_490-PositiveControl
chr8,96785144,96785844,LNcaP_pos_493-PositiveControl
chr9,494618,495318,peakno_333-ARBS
chr9,571020,571720,peakno_334-ARBS
chr9,656395,657095,peakno_335-ARBS
chr9,1856606,1857306,peakno_339-ARBS
chr9,2477516,2478216,peakno_345-ARBS
chr9,2500516,2501216,peakno_346-ARBS
chr9,2678350,2679050,peakno_347-ARBS
chr9,4144528,4145228,overlapped_read_460-ARBS
chr9,7704716,7705416,peakno_359-ARBS
chr9,14106508,14107208,peakno_528-ARBS
chr9,14179252,14179952,peakno_529-ARBS
chr9,14700416,14701116,peakno_533-ARBS
chr9,15211228,15211928,overlapped_read_463-ARBS
chr9,16267561,16268261,peakno_1759-ARBS
chr9,16512205,16512905,peakno_541-ARBS
chr9,17524250,17524950,peakno_542-ARBS
chr9,18393635,18394335,peakno_545-ARBS
chr9,19404478,19405178,peakno_548-ARBS
chr9,20297490,20298190,onlynormal_read_191-ARBS
chr9,21802048,21802748,peakno_553-ARBS
chr9,22088456,22089156,onlynormal_read_192-ARBS
chr9,22301112,22301812,peakno_554-ARBS
chr9,22455104,22455804,peakno_919-ARBS
chr9,22954788,22955488,peakno_920-ARBS
chr9,23227022,23227722,peakno_924-ARBS
chr9,23598840,23599540,peakno_925-ARBS
chr9,24132111,24132811,peakno_934-ARBS
chr9,24374060,24374760,peakno_935-ARBS
chr9,24381291,24381991,overlapped_read_435-ARBS
chr9,24547808,24548508,peakno_936-ARBS
chr9,26782665,26783365,peakno_942-ARBS
chr9,26791390,26792090,peakno_943-ARBS
chr9,26801586,26802286,peakno_953-ARBS
chr9,31510399,31511099,peakno_965-ARBS
chr9,33162794,33163494,onlynormal_read_194-ARBS
chr9,33328903,33329603,peakno_966-ARBS
chr9,33878518,33879218,peakno_968-ARBS
chr9,34084369,34085069,overlapped_read_464-ARBS
chr9,34185792,34186492,peakno_1710-ARBS
chr9,34674284,34674984,peakno_974-ARBS
chr9,34741522,34742222,peakno_975-ARBS
chr9,35244748,35245448,peakno_976-ARBS
chr9,35258528,35259228,peakno_977-ARBS
chr9,36099606,36100306,peakno_1071-ARBS
chr9,36252130,36252830,peakno_3159-ARBS
chr9,37782471,37783171,peakno_3163-ARBS
chr9,71527852,71528552,overlapped_read_505-ARBS
chr9,71638064,71638764,peakno_3181-ARBS
chr9,71962377,71963077,peakno_3182-ARBS
chr9,72117696,72118396,overlapped_read_506-ARBS
chr9,72293738,72294438,peakno_3189-ARBS
chr9,73034702,73035402,overlapped_read_508-ARBS
chr9,73089746,73090446,peakno_1772-ARBS
chr9,73095466,73096166,overlapped_read_509-ARBS
chr9,73216346,73217046,onlynormal_read_207-ARBS
chr9,73539092,73539792,peakno_3201-ARBS
chr9,73878202,73878902,peakno_3202-ARBS
chr9,74912168,74912868,peakno_3215-ARBS
chr9,75723990,75724690,peakno_3219-ARBS
chr9,75941927,75942627,overlapped_read_511-ARBS
chr9,76130032,76130732,peakno_3224-ARBS
chr9,76168065,76168765,peakno_3225-ARBS
chr9,76194712,76195412,peakno_3226-ARBS
chr9,78712231,78712931,peakno_88-ARBS
chr9,79201343,79202043,peakno_91-ARBS
chr9,79414258,79414958,peakno_92-ARBS
chr9,79892468,79893168,peakno_97-ARBS
chr9,80618508,80619208,peakno_104-ARBS
chr9,80986490,80987190,peakno_105-ARBS
chr9,81124866,81125566,peakno_106-ARBS
chr9,82104384,82105084,overlapped_read_513-ARBS
chr9,83258676,83259376,peakno_116-ARBS
chr9,83547732,83548432,peakno_117-ARBS
chr9,83644760,83645460,peakno_118-ARBS
chr9,84202666,84203366,peakno_1698-ARBS
chr9,84332444,84333144,peakno_120-ARBS
chr9,84429264,84429964,overlapped_read_517-ARBS
chr9,84461998,84462698,peakno_123-ARBS
chr9,85069670,85070370,peakno_124-ARBS
chr9,85175109,85175809,peakno_1234-ARBS
chr9,85195800,85196500,peakno_1235-ARBS
chr9,85212578,85213278,peakno_1245-ARBS
chr9,85683983,85684683,peakno_1246-ARBS
chr9,85747570,85748270,peakno_1247-ARBS
chr9,86601464,86602164,overlapped_read_518-ARBS
chr9,86750972,86751672,peakno_1250-ARBS
chr9,87365203,87365903,peakno_1265-ARBS
chr9,87512924,87513624,peakno_1266-ARBS
chr9,88206170,88206870,peakno_1270-ARBS
chr9,88651366,88652066,peakno_1271-ARBS
chr9,88660704,88661404,peakno_1272-ARBS
chr9,88984262,88984962,peakno_857-ARBS
chr9,89019972,89020672,peakno_1286-ARBS
chr9,89298983,89299683,peakno_836-ARBS
chr9,89735365,89736065,peakno_1304-ARBS
chr9,90184686,90185386,peakno_1309-ARBS
chr9,90195746,90196446,peakno_1317-ARBS
chr9,92236299,92236999,peakno_1324-ARBS
chr9,92279649,92280349,overlapped_read_519-ARBS
chr9,92282504,92283204,peakno_1416-ARBS
chr9,93317596,93318296,peakno_1688-ARBS
chr9,93371939,93372639,peakno_1689-ARBS
chr9,93561396,93562096,peakno_1690-ARBS
chr9,93683216,93683916,overlapped_read_548-ARBS
chr9,93805149,93805849,onlynormal_read_225-ARBS
chr9,93882474,93883174,peakno_1702-ARBS
chr9,93896793,93897493,peakno_1703-ARBS
chr9,94117624,94118324,peakno_1704-ARBS
chr9,96818579,96819279,overlapped_read_551-ARBS
chr9,96897367,96898067,overlapped_read_552-ARBS
chr9,98248302,98249002,peakno_1733-ARBS
chr9,98483276,98483976,peakno_1737-ARBS
chr9,98597582,98598282,peakno_1738-ARBS
chr9,98830678,98831378,peakno_1747-ARBS
chr9,98835638,98836338,onlynormal_read_226-ARBS
chr9,99365924,99366624,overlapped_read_554-ARBS
chr9,99416383,99417083,peakno_1748-ARBS
chr9,100824554,100825254,peakno_1761-ARBS
chr9,100834788,100835488,peakno_1762-ARBS
chr9,100883166,100883866,peakno_1763-ARBS
chr9,100897776,100898476,peakno_1785-ARBS
chr9,100937922,100938622,overlapped_read_555-ARBS
chr9,101904334,101905034,peakno_1780-ARBS
chr9,102811628,102812328,peakno_1781-ARBS
chr9,104576154,104576854,peakno_2011-ARBS
chr9,104967324,104968024,peakno_2016-ARBS
chr9,104968546,104969246,peakno_2094-ARBS
chr9,105700692,105701392,peakno_2104-ARBS
chr9,106028212,106028912,overlapped_read_557-ARBS
chr9,109402438,109403138,peakno_2110-ARBS
chr9,110195011,110195711,peakno_879-ARBS
chr9,110217741,110218441,peakno_1769-ARBS
chr9,110266786,110267486,peakno_837-ARBS
chr9,110588034,110588734,peakno_2120-ARBS
chr9,110904844,110905544,overlapped_read_558-ARBS
chr9,111034060,111034760,peakno_2127-ARBS
chr9,111551892,111552592,peakno_2128-ARBS
chr9,111822378,111823078,peakno_2129-ARBS
chr9,112003360,112004060,overlapped_read_559-ARBS
chr9,112013232,112013932,peakno_2133-ARBS
chr9,112063208,112063908,overlapped_read_560-ARBS
chr9,112665564,112666264,peakno_2137-ARBS
chr9,112840678,112841378,peakno_2138-ARBS
chr9,112951143,112951843,overlapped_read_561-ARBS
chr9,114205598,114206298,overlapped_read_562-ARBS
chr9,114367450,114368150,peakno_2210-ARBS
chr9,116354889,116355589,peakno_2214-ARBS
chr9,116474150,116474850,peakno_2215-ARBS
chr9,116672346,116673046,peakno_2216-ARBS
chr9,117349108,117349808,peakno_2218-ARBS
chr9,117381334,117382034,peakno_2219-ARBS
chr9,117670238,117670938,peakno_2220-ARBS
chr9,118257380,118258080,peakno_2225-ARBS
chr9,120056276,120056976,peakno_2229-ARBS
chr9,120253610,120254310,peakno_2236-ARBS
chr9,120330719,120331419,peakno_2237-ARBS
chr9,120502542,120503242,peakno_2238-ARBS
chr9,120647428,120648128,peakno_2239-ARBS
chr9,120820322,120821022,peakno_2243-ARBS
chr9,121789089,121789789,peakno_2244-ARBS
chr9,122630864,122631564,overlapped_read_597-ARBS
chr9,123052155,123052855,peakno_2254-ARBS
chr9,123678624,123679324,overlapped_read_598-ARBS
chr9,123783435,123784135,peakno_2433-ARBS
chr9,124212420,124213120,onlynormal_read_238-ARBS
chr9,125010729,125011429,overlapped_read_600-ARBS
chr9,126089834,126090534,peakno_2447-ARBS
chr9,126703758,126704458,peakno_2456-ARBS
chr9,127940026,127940726,peakno_2460-ARBS
chr9,128059076,128059776,peakno_2461-ARBS
chr9,129948310,129949010,onlynormal_read_240-ARBS
chr9,130336654,130337354,peakno_2473-ARBS
chr9,130340841,130341541,peakno_2474-ARBS
chr9,130584374,130585074,peakno_2475-ARBS
chr9,131624516,131625216,peakno_2487-ARBS
chr9,133054260,133054960,onlynormal_read_242-ARBS
chr9,133606624,133607324,peakno_2504-ARBS
chr9,133895028,133895728,onlynormal_read_243-ARBS
chr9,134818660,134819360,peakno_2508-ARBS
chr9,134953032,134953732,overlapped_read_604-ARBS
chr9,135099782,135100482,peakno_2728-ARBS
chr9,135266216,135266916,peakno_2729-ARBS
chr9,135578555,135579255,peakno_2731-ARBS
chr9,137266712,137267412,onlynormal_read_244-ARBS
chr9,68472046,68472746,NegativeControl-AR_motif_16771
chr9,93821646,93822346,NegativeControl-AR_motif_17069
chr9,115188854,115189554,NegativeControl-AR_motif_17288
chr9,91431412,91432112,NegativeControl-AR_motif_17032
chr9,136635558,136636258,NegativeControl-AR_motif_17573
chr9,138872596,138873296,NegativeControl-AR_motif_17614
chr9,18619749,18620449,NegativeControl-AR_motif_16433
chr9,109705291,109705991,NegativeControl-AR_motif_17229
chr9,137153803,137154503,NegativeControl-AR_motif_17583
chr9,120066912,120067612,NegativeControl-AR_motif_17364
chr9,17719121,17719821,NegativeControl-AR_motif_16421
chr9,88006144,88006844,NegativeControl-AR_motif_16993
chr9,73192439,73193139,NegativeControl-AR_motif_16815
chr9,127078961,127079661,NegativeControl-AR_motif_17463
chr9,120439739,120440439,NegativeControl-AR_motif_17370
chr9,4962450,4963150,NegativeControl-AR_motif_16314
chr9,131667266,131667966,NegativeControl-AR_motif_17506
chr9,43162969,43163669,NegativeControl-AR_motif_16695
chr9,93663426,93664126,NegativeControl-AR_motif_17063
chr9,79600291,79600991,NegativeControl-AR_motif_16891
chr9,76425681,76426381,NegativeControl-AR_motif_16847
chr9,136964846,136965546,NegativeControl-AR_motif_17579
chr9,125010733,125011433,NegativeControl-AR_motif_17431
chr9,102470764,102471464,NegativeControl-AR_motif_17167
chr9,138452170,138452870,NegativeControl-AR_motif_17605
chr9,120647424,120648124,NegativeControl-AR_motif_17373
chr9,113472275,113472975,NegativeControl-AR_motif_17262
chr9,115640093,115640793,NegativeControl-AR_motif_17295
chr9,92948402,92949102,NegativeControl-AR_motif_17051
chr9,91765026,91765726,NegativeControl-AR_motif_17037
chr9,115509320,115510020,NegativeControl-AR_motif_17292
chr9,120440916,120441616,NegativeControl-AR_motif_17371
chr9,124658690,124659390,NegativeControl-AR_motif_17428
chr9,119606104,119606804,NegativeControl-AR_motif_17357
chr9,135019889,135020589,NegativeControl-AR_motif_17544
chr9,120747522,120748222,NegativeControl-AR_motif_17374
chr9,108286220,108286920,NegativeControl-AR_motif_17221
chr9,135132514,135133214,NegativeControl-AR_motif_17547
chr9,104219030,104219730,NegativeControl-AR_motif_17179
chr9,124514523,124515223,NegativeControl-AR_motif_17422
chr9,9589204,9589904,NegativeControl-AR_motif_16350
chr9,18849154,18849854,NegativeControl-AR_motif_16436
chr9,31633294,31633994,NegativeControl-AR_motif_16558
chr9,138621438,138622138,NegativeControl-AR_motif_17611
chr9,78556364,78557064,NegativeControl-AR_motif_16876
chr9,42405220,42405920,NegativeControl-AR_motif_16685
chr9,116017043,116017743,NegativeControl-AR_motif_17304
chr9,138440331,138441031,NegativeControl-AR_motif_17604
chr9,95849611,95850311,NegativeControl-AR_motif_17093
chr9,94623595,94624295,NegativeControl-AR_motif_17079
chr9,10723838,10724538,NegativeControl-AR_motif_16355
chr9,445934,446634,NegativeControl-AR_motif_16256
chr9,39395502,39396202,NegativeControl-AR_motif_16650
chr9,119398914,119399614,NegativeControl-AR_motif_17355
chr9,82155062,82155762,NegativeControl-AR_motif_16916
chr9,7180021,7180721,NegativeControl-AR_motif_16332
chr9,86889379,86890079,NegativeControl-AR_motif_16978
chr9,138281247,138281947,NegativeControl-AR_motif_17600
chr9,111180496,111181196,NegativeControl-AR_motif_17240
chr9,20990562,20991262,NegativeControl-AR_motif_16458
chr9,7515903,7516603,NegativeControl-AR_motif_16335
chr9,92778634,92779334,NegativeControl-AR_motif_17050
chr9,116377434,116378134,NegativeControl-AR_motif_17312
chr9,94651113,94651813,NegativeControl-AR_motif_17081
chr9,95951448,95952148,NegativeControl-AR_motif_17097
chr9,42355710,42356410,NegativeControl-AR_motif_16684
chr9,111522971,111523671,NegativeControl-AR_motif_17245
chr9,90463927,90464627,NegativeControl-AR_motif_17023
chr9,122798815,122799515,NegativeControl-AR_motif_17397
chr9,102676838,102677538,NegativeControl-AR_motif_17169
chr9,95823983,95824683,NegativeControl-AR_motif_17092
chr9,86078802,86079502,NegativeControl-AR_motif_16967
chr9,68475402,68476102,NegativeControl-AR_motif_16772
chr9,96152554,96153254,NegativeControl-AR_motif_17101
chr9,31554151,31554851,NegativeControl-AR_motif_16557
chr9,112489777,112490477,NegativeControl-AR_motif_17253
chr9,86833867,86834567,NegativeControl-AR_motif_16975
chr9,96093703,96094403,NegativeControl-AR_motif_17099
chr9,16061966,16062666,NegativeControl-AR_motif_16405
chr9,126226215,126226915,NegativeControl-AR_motif_17450
chr9,122860027,122860727,NegativeControl-AR_motif_17398
chr9,77403550,77404250,NegativeControl-AR_motif_16860
chr9,24033405,24034105,NegativeControl-AR_motif_16488
chr9,129012859,129013559,NegativeControl-AR_motif_17474
chr9,110839351,110840051,NegativeControl-AR_motif_17236
chr9,38211238,38211938,NegativeControl-AR_motif_16635
chr9,41082463,41083163,NegativeControl-AR_motif_16665
chr9,75822242,75822942,NegativeControl-AR_motif_16842
chr9,125737335,125738035,NegativeControl-AR_motif_17446
chr9,71062975,71063675,NegativeControl-AR_motif_16789
chr9,2083180,2083880,NegativeControl-AR_motif_16273
chr9,3556308,3557008,NegativeControl-AR_motif_16293
chr9,77611875,77612575,NegativeControl-AR_motif_16864
chr9,79759813,79760513,NegativeControl-AR_motif_16894
chr9,129792343,129793043,NegativeControl-AR_motif_17485
chr9,28519152,28519852,NegativeControl-AR_motif_16527
chr9,42460712,42461412,NegativeControl-AR_motif_16687
chr9,131105697,131106397,NegativeControl-AR_motif_17502
chr9,25299391,25300091,NegativeControl-AR_motif_16498
chr9,35696681,35697381,NegativeControl-AR_motif_16611
chr9,138527154,138527854,NegativeControl-AR_motif_17608
chr9,25013238,25013938,NegativeControl-AR_motif_16497
chr9,117954760,117955460,NegativeControl-AR_motif_17329
chr9,104656032,104656732,NegativeControl-AR_motif_17183
chr9,117839936,117840636,NegativeControl-AR_motif_17326
chr9,30423168,30423868,NegativeControl-AR_motif_16541
chr9,81456270,81456970,NegativeControl-AR_motif_16907
chr9,141146883,141147583,NegativeControl-AR_motif_17647
chr9,84731779,84732479,NegativeControl-AR_motif_16952
chr9,130868246,130868946,NegativeControl-AR_motif_17501
chr9,130588330,130589030,NegativeControl-AR_motif_17497
chr9,80209485,80210185,NegativeControl-AR_motif_16897
chr9,124197558,124198258,NegativeControl-AR_motif_17416
chr9,28178262,28178962,NegativeControl-AR_motif_16523
chr9,89435901,89436601,NegativeControl-AR_motif_17012
chr9,44760042,44760742,NegativeControl-AR_motif_16714
chr9,72384788,72385488,NegativeControl-AR_motif_16801
chr9,82930689,82931389,NegativeControl-AR_motif_16929
chr9,37872010,37872710,NegativeControl-AR_motif_16631
chr9,35741532,35742232,NegativeControl-AR_motif_16612
chr9,32764492,32765192,NegativeControl-AR_motif_16573
chr9,41540584,41541284,NegativeControl-AR_motif_16672
chr9,118832719,118833419,NegativeControl-AR_motif_17342
chr9,1553960,1554660,NegativeControl-AR_motif_16269
chr9,118706256,118706956,LNcaP_pos_12-PositiveControl
chr9,135145136,135145836,LNcaP_pos_50-PositiveControl
chr9,84635947,84636647,LNcaP_pos_60-PositiveControl
chr9,139444698,139445398,LNcaP_pos_75-PositiveControl
chr9,21831886,21832586,LNcaP_pos_172-PositiveControl
chr9,138536322,138537022,LNcaP_pos_185-PositiveControl
chr9,137299010,137299710,LNcaP_pos_222-PositiveControl
chr9,139495918,139496618,LNcaP_pos_275-PositiveControl
chr9,91547490,91548190,LNcaP_pos_301-PositiveControl
chr9,87466661,87467361,LNcaP_pos_323-PositiveControl
chr9,136879081,136879781,LNcaP_pos_339-PositiveControl
chr9,94909372,94910072,LNcaP_pos_366-PositiveControl
chr9,95562366,95563066,LNcaP_pos_404-PositiveControl
chr9,38583582,38584282,LNcaP_pos_411-PositiveControl
chr9,76299118,76299818,LNcaP_pos_476-PositiveControl
chr9,111129760,111130460,LNcaP_pos_483-PositiveControl
chr9,11100528,11101228,LNcaP_pos_488-PositiveControl
chr9,136753314,136754014,LNcaP_pos_494-PositiveControl
chr9,7433802,7434502,LNcaP_pos_496-PositiveControl
chr10,963092,963792,peakno_2908-ARBS
chr10,1362800,1363500,peakno_2910-ARBS
chr10,1461994,1462694,peakno_2911-ARBS
chr10,1824802,1825502,peakno_2914-ARBS
chr10,3028328,3029028,peakno_2915-ARBS
chr10,3291380,3292080,overlapped_read_704-ARBS
chr10,3524386,3525086,onlynormal_read_297-ARBS
chr10,3894390,3895090,overlapped_read_705-ARBS
chr10,4100796,4101496,peakno_2927-ARBS
chr10,4682070,4682770,peakno_2933-ARBS
chr10,4893860,4894560,peakno_2940-ARBS
